identifier	cv_initial	cv_final	cv_difference	mean_unit_cnt_initial	mean_unit_cnt_final		std_x	std_y
ENSGT00760000118812_ENSG00000100122_Inhibitor_I36	0.198761597999981	0	-0.198761597999981	2.25	2		0.447213595499958	0
ENSGT00900000140914_ENSG00000130487_Kelch_1	0.198761597999981	0	-0.198761597999981	4.5	6		0.894427190999916	0
ENSGT00760000119196_ENSG00000180209_EF-hand_1	0.195035597245042	0	-0.195035597245042	2.6	3		0.50709255283711	0
ENSGT00760000118831_ENSG00000170382_LRR_8	0.192799681461659	0	-0.192799681461659	7.5	7		1.44599761096244	0
ENSGT00550000075011_ENSG00000097046_Pkinase	0.19230369002479	0	-0.19230369002479	2.21428571428571	2		0.42581531362632	0
ENSGT00760000119145_ENSG00000149564_V-set	0.190476190476191	0	-0.190476190476191	2.625	2		0.5	0
ENSGT00760000119145_ENSG00000143167_V-set	0.19047619047619	0	-0.19047619047619	2.625	3		0.5	0
ENSGT00860000133723_ENSG00000143870_Thioredoxin_8	0.188649610912194	0	-0.188649610912194	3.35714285714286	2		0.633323693776651	0
ENSGT00530000063780_ENSG00000156531_zf-HC5HC2H	0.188146816577942	0	-0.188146816577942	2.64285714285714	5		0.497245158098847	0
ENSGT00390000006479_ENSG00000127399_LRR_8	0.1875	0	-0.1875	2.66666666666667	1		0.5	0
ENSGT00400000022095_ENSG00000143093_DUF3402	0.187082869338697	0	-0.187082869338697	2.85714285714286	3		0.534522483824849	0
ENSGT00760000119196_ENSG00000106631_EF-hand_1	0.185404962177392	0	-0.185404962177392	2.90909090909091	4		0.539359889970594	0
ENSGT00910000144028_ENSG00000165300_LRR_8	0.18216801361706	0	-0.18216801361706	7.5	2		1.36626010212795	0
ENSGT00560000077130_ENSG00000143401_LRR_4	0.18175991817045	0	-0.18175991817045	3.3125	3		0.602079728939615	0
ENSGT00530000062949_ENSG00000157800_Sugar_tr	0.179653602498813	0	-0.179653602498813	2.16666666666667	2		0.389249472080761	0
ENSGT00760000118831_ENSG00000156564_LRR_8	0.176874877306593	0	-0.176874877306593	3.52941176470588	3		0.624264272846798	0
ENSGT00760000118969_ENSG00000122176_LRR_8	0.174416183250376	0	-0.174416183250376	5.875	7		1.02469507659596	0
ENSGT00390000003140_ENSG00000152092_FXa_inhibition	0.172718453503656	0	-0.172718453503656	2.71428571428571	3		0.468807230938495	0
ENSGT00760000118799_ENSG00000178568_GF_recep_IV	0.170167928447581	0	-0.170167928447581	3.22222222222222	3		0.548318880553316	0
ENSGT00900000140968_ENSG00000122870_KH_1	0.169841555121689	0	-0.169841555121689	4	5		0.679366220486757	0
ENSGT00760000118858_ENSG00000164626_Ion_trans_2	0.169463709147265	0	-0.169463709147265	2.14285714285714	2		0.363136519601281	0
ENSGT00590000083165_ENSG00000157796_Clathrin	0.169181704033243	0	-0.169181704033243	4.11764705882353	6		0.696630546019236	0
ENSGT00760000119209_ENSG00000140090_Na_Ca_ex	0.164937082159921	0	-0.164937082159921	2.13333333333333	2		0.351865775274498	0
ENSGT00760000118858_ENSG00000082482_Ion_trans_2	0.158630921359577	0	-0.158630921359577	3.70588235294118	4		0.587867532097255	0
ENSGT00530000063162_ENSG00000176623_TPR_17	0.158357697930436	0	-0.158357697930436	2.76923076923077	3		0.438529009653515	0
ENSGT00760000119158_ENSG00000170242_Ubiquitin_2	0.152856779250474	0	-0.152856779250474	2.78571428571429	3		0.42581531362632	0
ENSGT00390000003759_ENSG00000105982_zf-RING_11	0.152856779250474	0	-0.152856779250474	2.78571428571429	4		0.42581531362632	0
ENSGT00390000015360_ENSG00000166847_Hexapep	0.151231420473831	0	-0.151231420473831	4.07142857142857	4		0.615727926214882	0
ENSGT00910000144142_ENSG00000138658_Viral_helicase1	0.150584650484209	0	-0.150584650484209	2.8	2		0.421637021355784	0
ENSGT00390000018089_ENSG00000185681_MORN	0.149071198499986	0	-0.149071198499986	3	3		0.447213595499958	0
ENSGT00530000062989_ENSG00000118503_zf-A20	0.148747074666073	0	-0.148747074666073	6.23076923076923	7		0.926808695996298	0
ENSGT00910000144106_ENSG00000151923_RRM_1	0.148115579008167	0	-0.148115579008167	3.35714285714286	4		0.497245158098847	0
ENSGT00530000063187_ENSG00000162378_LRR_4	0.145474542459835	0	-0.145474542459835	3.52631578947368	3		0.512989176042577	0
ENSGT00530000063187_ENSG00000203995_LRR_4	0.145474542459835	0	-0.145474542459835	3.52631578947368	3		0.512989176042577	0
ENSGT00530000062896_ENSG00000004846_SMC_N	0.144087631928422	0	-0.144087631928422	2.83333333333333	2		0.408248290463863	0
ENSGT00760000118901_ENSG00000129007_EF-hand_1	0.143794725483667	0	-0.143794725483667	3.57142857142857	4		0.513552591013096	0
ENSGT00730000111087_ENSG00000196199_Ank_5	0.143794725483667	0	-0.143794725483667	3.57142857142857	4		0.513552591013095	0
ENSGT00390000004976_ENSG00000134987_WD40	0.14367850087275	0	-0.14367850087275	6.78571428571429	8		0.974961255922229	0
ENSGT00550000075065_ENSG00000185813_FAD_syn	0.143329026636419	0	-0.143329026636419	2.8125	2		0.403112887414928	0
ENSGT00880000137856_ENSG00000140798_SMC_N	0.140859042454753	0	-0.140859042454753	3.6	4		0.50709255283711	0
ENSGT00920000148957_ENSG00000162951_LRR_8	0.139056650818119	0	-0.139056650818119	5.35714285714286	6		0.744946343668492	0
ENSGT00760000118969_ENSG00000011465_LRR_8	0.138675049056307	0	-0.138675049056307	4	5		0.554700196225229	0
ENSGT00760000118874_ENSG00000114331_Ank	0.136498670850664	0	-0.136498670850664	3.64285714285714	4		0.497245158098847	0
ENSGT00390000015483_ENSG00000196865_NHL	0.136082763487954	0	-0.136082763487954	6	6		0.816496580927726	0
ENSGT00760000119145_ENSG00000019102_V-set	0.13228756555323	0	-0.13228756555323	2.85714285714286	2		0.377964473009227	0
ENSGT00760000118820_ENSG00000107130_EF-hand_7	0.131944310953845	0	-0.131944310953845	2.84615384615385	2		0.375533808099405	0
ENSGT00530000063074_ENSG00000177054_Ank_2	0.130744090092123	0	-0.130744090092123	3	3		0.392232270276368	0
ENSGT00510000047334_ENSG00000074266_WD40	0.130744090092123	0	-0.130744090092123	3	4		0.392232270276368	0
ENSGT00760000119090_ENSG00000101745_Ank_4	0.127097781860449	0	-0.127097781860449	2.85714285714286	1		0.363136519601282	0
ENSGT00530000063138_ENSG00000100280_Cnd1	0.127097781860449	0	-0.127097781860449	2.85714285714286	3		0.363136519601281	0
ENSGT00920000148951_ENSG00000165192_Ank_2	0.125319342230879	0	-0.125319342230879	3.72727272727273	2		0.467099366496914	0
ENSGT00760000118831_ENSG00000169783_LRR_8	0.123717914826348	0	-0.123717914826348	7	7		0.866025403784439	0
ENSGT00390000001745_ENSG00000010610_ig	0.123442679969674	0	-0.123442679969674	3.75	4		0.462910049886276	0
ENSGT00390000002913_ENSG00000105676_Arm	0.122581793175135	0	-0.122581793175135	5.5	7		0.674199862463242	0
ENSGT00730000110678_ENSG00000154721_Ig_3	0.121212121212121	0	-0.121212121212121	2.0625	2		0.25	0
ENSGT00390000012666_ENSG00000122741_WD40	0.116794148037789	0	-0.116794148037789	4.8	6		0.560611910581388	0
ENSGT00760000119072_ENSG00000113593_WD40	0.115543438054953	0	-0.115543438054953	3.14285714285714	4		0.363136519601281	0
ENSGT00530000063448_ENSG00000107104_Ank_2	0.115543438054953	0	-0.115543438054953	3.14285714285714	1		0.363136519601281	0
ENSGT00760000118913_ENSG00000179950_RRM_1	0.115220303986084	0	-0.115220303986084	2.88235294117647	3		0.332105582077536	0
ENSGT00390000003913_ENSG00000128606_LRR_8	0.111006041478996	0	-0.111006041478996	4.3125	2		0.478713553878169	0
ENSGT00910000143979_ENSG00000163376_Kelch_1	0.110048746669822	0	-0.110048746669822	4.85714285714286	5		0.534522483824849	0
ENSGT00390000001702_ENSG00000128585_Kelch_3	0.109388353885649	0	-0.109388353885649	4.28571428571429	6		0.468807230938496	0
ENSGT00550000074438_ENSG00000135269_LIM	0.109300808170236	0	-0.109300808170236	3.125	4		0.341565025531987	0
ENSGT00760000119071_ENSG00000115604_Ig_2	0.109044057247186	0	-0.109044057247186	2.9	3		0.316227766016838	0
ENSGT00840000129738_ENSG00000151692_IBR	0.108957719896161	0	-0.108957719896161	3.8	4		0.414039335605413	0
ENSGT00620000087734_ENSG00000075142_EF-hand_1	0.106415768674505	0	-0.106415768674505	4.25	5		0.452267016866646	0
ENSGT00760000119039_ENSG00000099204_LIM	0.105226728352931	0	-0.105226728352931	4.25	5		0.447213595499958	0
ENSGT00390000018606_ENSG00000185838_WD40	0.103851746182648	0	-0.103851746182648	5.76923076923077	6		0.599144689515278	0
ENSGT00760000119048_ENSG00000198753_TIG	0.10277572160418	0	-0.10277572160418	4.7	5		0.483045891539648	0
ENSGT00760000118984_ENSG00000172845_zf-H2C2_2	0.102772224737595	0	-0.102772224737595	3.82352941176471	5		0.392952623996688	0
ENSGT00760000118923_ENSG00000157404_Ig_3	0.102564102564103	0	-0.102564102564103	4.875	5		0.5	0
ENSGT00390000012355_ENSG00000235711_Ank_4	0.102008956779625	0	-0.102008956779625	3.1	3		0.316227766016838	0
ENSGT00920000148971_ENSG00000162494_LRR_4	0.101040921877432	0	-0.101040921877432	4.21428571428571	5		0.42581531362632	0
ENSGT00390000011922_ENSG00000104412_TPR_19	0.098058067569092	0	-0.098058067569092	4	3		0.392232270276368	0
ENSGT00550000074953_ENSG00000124587_AAA_16	0.094882928301684	0	-0.094882928301684	2.92307692307692	2		0.277350098112615	0
ENSGT00760000118820_ENSG00000116983_EF-hand_7	0.094882928301684	0	-0.094882928301684	2.92307692307692	3		0.277350098112614	0
ENSGT00800000124068_ENSG00000073146_S1-like	0.094882928301684	0	-0.094882928301684	2.92307692307692	3		0.277350098112614	0
ENSGT00910000143979_ENSG00000172578_Kelch_1	0.09460179308136	0	-0.09460179308136	5.42857142857143	6		0.513552591013095	0
ENSGT00760000119086_ENSG00000128607_Kelch_6	0.094224834629514	0	-0.094224834629514	5.4375	6		0.51234753829798	0
ENSGT00390000000361_ENSG00000123444_Kelch_6	0.094146505081814	0	-0.094146505081814	3.85714285714286	4		0.363136519601281	0
ENSGT00760000119141_ENSG00000160972_Ank_4	0.094063979156011	0	-0.094063979156011	5.36363636363636	6		0.504524979109513	0
ENSGT00760000118910_ENSG00000196923_LIM	0.093624367976696	0	-0.093624367976696	3.08333333333333	3		0.288675134594813	0
ENSGT00760000118900_ENSG00000060656_fn3	0.091287092917528	0	-0.091287092917528	4	5		0.365148371670111	0
ENSGT00760000119173_ENSG00000115295_CAP_GLY	0.091259936262779	0	-0.091259936262779	2.92857142857143	3		0.267261241912424	0
ENSGT00390000015077_ENSG00000108599_RGS	0.091259936262779	0	-0.091259936262779	2.92857142857143	4		0.267261241912424	0
ENSGT00530000063173_ENSG00000086717_EF-hand_1	0.091259936262779	0	-0.091259936262779	2.92857142857143	3		0.267261241912424	0
ENSGT00910000144056_ENSG00000077063_CortBP2	0.091259936262779	0	-0.091259936262779	2.92857142857143	3		0.267261241912424	0
ENSGT00390000011249_ENSG00000188739_RRM_1	0.091259936262779	0	-0.091259936262779	2.92857142857143	2		0.267261241912424	0
ENSGT00920000149159_ENSG00000134996_Ank_5	0.091259936262779	0	-0.091259936262779	2.92857142857143	2		0.267261241912424	0
ENSGT00390000002955_ENSG00000107036_ANAPC4_WD40	0.091259936262779	0	-0.091259936262779	2.92857142857143	3		0.267261241912424	0
ENSGT00550000074359_ENSG00000175104_zf-TRAF	0.091259936262779	0	-0.091259936262779	2.92857142857143	4		0.267261241912424	0
ENSGT00550000074411_ENSG00000119326_Vinculin	0.091259936262779	0	-0.091259936262779	2.92857142857143	3		0.267261241912424	0
ENSGT00550000074452_ENSG00000134962_Glyco_hydro_1	0.091259936262779	0	-0.091259936262779	2.92857142857143	2		0.267261241912424	0
ENSGT00390000007239_ENSG00000127511_PAH	0.0901387818866	0	-0.0901387818866	3.07692307692308	4		0.277350098112614	0
ENSGT00920000149020_ENSG00000123143_HR1	0.08701528806451	0	-0.08701528806451	3.07142857142857	3		0.267261241912424	0
ENSGT00760000118984_ENSG00000105866_zf-H2C2_2	0.08701528806451	0	-0.08701528806451	3.07142857142857	4		0.267261241912424	0
ENSGT00760000119090_ENSG00000167522_Ank	0.08701528806451	0	-0.08701528806451	3.07142857142857	4		0.267261241912424	0
ENSGT00760000119228_ENSG00000118058_PHD	0.08701528806451	0	-0.08701528806451	3.07142857142857	4		0.267261241912424	0
ENSGT00920000148951_ENSG00000183475_Ank_2	0.08701528806451	0	-0.08701528806451	3.07142857142857	4		0.267261241912424	0
ENSGT00550000075136_ENSG00000247626_tRNA-synt_1	0.08701528806451	0	-0.08701528806451	3.07142857142857	3		0.267261241912424	0
ENSGT00390000006211_ENSG00000133619_KRBA1	0.086956521739131	0	-0.086956521739131	5.75	6		0.5	0
ENSGT00520000059439_ENSG00000249693_THEG	0.086002614519223	0	-0.086002614519223	5.2	8		0.447213595499958	0
ENSGT00530000062951_ENSG00000142784_WD40	0.084391864843222	0	-0.084391864843222	5.69230769230769	6		0.480384461415261	0
ENSGT00390000007686_ENSG00000140153_WD40	0.083155071441029	0	-0.083155071441029	3.88888888888889	4		0.323380833381777	0
ENSGT00760000119180_ENSG00000133107_Ank_3	0.082462112512353	0	-0.082462112512353	2.94117647058824	3		0.242535625036333	0
ENSGT00390000001347_ENSG00000100380_TPR_1	0.082462112512353	0	-0.082462112512353	2.94117647058824	3		0.242535625036333	0
ENSGT00550000074968_ENSG00000159259_WD40	0.082041265414237	0	-0.082041265414237	5.71428571428571	6		0.468807230938496	0
ENSGT00530000064210_ENSG00000143476_WD40	0.081663210832445	0	-0.081663210832445	5.21428571428571	7		0.42581531362632	0
ENSGT00390000005270_ENSG00000129083_HEAT_2	0.081663210832445	0	-0.081663210832445	5.21428571428571	5		0.42581531362632	0
ENSGT00390000013118_ENSG00000104327_EF-hand_1	0.080534373533951	0	-0.080534373533951	4.83333333333333	5		0.389249472080761	0
ENSGT00920000149068_ENSG00000105701_TPR_1	0.08004982428527	0	-0.08004982428527	2.94444444444444	3		0.235702260395516	0
ENSGT00390000010722_ENSG00000062725_TPR_12	0.078218339476223	0	-0.078218339476223	6.35714285714286	6		0.497245158098847	0
ENSGT00910000144039_ENSG00000101843_Ank_4	0.077491103258608	0	-0.077491103258608	4.84615384615385	5		0.375533808099405	0
ENSGT00550000074546_ENSG00000128595_EF-hand_1	0.076544254488882	0	-0.076544254488882	6.61538461538462	7		0.506369683541833	0
ENSGT00390000015597_ENSG00000106246_PPR_2	0.074993024229162	0	-0.074993024229162	8.53333333333333	9		0.639940473422185	0
ENSGT00390000015597_ENSG00000248919_PPR_2	0.074993024229162	0	-0.074993024229162	8.53333333333333	9		0.639940473422185	0
ENSGT00780000121845_ENSG00000147548_PHD	0.074763401094382	0	-0.074763401094382	4.85714285714286	5		0.363136519601281	0
ENSGT00910000144028_ENSG00000178235_LRR_8	0.072362722698663	0	-0.072362722698663	6.25	9		0.452267016866646	0
ENSGT00920000149070_ENSG00000047056_WD40	0.071554175279993	0	-0.071554175279993	6.25	7		0.447213595499958	0
ENSGT00800000124135_ENSG00000103319_Sel1	0.070697083832627	0	-0.070697083832627	3.92307692307692	4		0.277350098112615	0
ENSGT00760000118969_ENSG00000139330_LRR_8	0.069822353544031	0	-0.069822353544031	6.71428571428571	7		0.468807230938496	0
ENSGT00530000063773_ENSG00000165240_HMA	0.069822353544031	0	-0.069822353544031	6.71428571428571	7		0.468807230938496	0
ENSGT00550000074327_ENSG00000125247_TPR_1	0.069822353544031	0	-0.069822353544031	6.71428571428571	7		0.468807230938495	0
ENSGT00760000118965_ENSG00000144452_AAA_21	0.068030134304981	0	-0.068030134304981	3.92857142857143	4		0.267261241912424	0
ENSGT00530000062999_ENSG00000174827_PDZ	0.068030134304981	0	-0.068030134304981	3.92857142857143	4		0.267261241912424	0
ENSGT00920000149113_ENSG00000160908_zf-H2C2_2	0.067356232107955	0	-0.067356232107955	7.66666666666667	8		0.516397779494322	0
ENSGT00920000149113_ENSG00000173275_zf-H2C2_2	0.067356232107955	0	-0.067356232107955	7.66666666666667	8		0.516397779494322	0
ENSGT00760000118825_ENSG00000185915_Kelch_1	0.066728480928131	0	-0.066728480928131	5.83333333333333	6		0.389249472080761	0
ENSGT00630000089910_ENSG00000033050_AAA_21	0.065643785528939	0	-0.065643785528939	3.93333333333333	4		0.258198889747161	0
ENSGT00630000089910_ENSG00000285292_AAA_21	0.065643785528939	0	-0.065643785528939	3.93333333333333	4		0.258198889747161	0
ENSGT00760000118870_ENSG00000137745_Hemopexin	0.065643785528939	0	-0.065643785528939	3.93333333333333	4		0.258198889747161	0
ENSGT00760000118965_ENSG00000154265_AAA_21	0.065643785528939	0	-0.065643785528939	3.93333333333333	2		0.258198889747161	0
ENSGT00440000039820_ENSG00000181781_SHIPPO-rpt	0.064236046122267	0	-0.064236046122267	5.84615384615385	6		0.375533808099405	0
ENSGT00760000118870_ENSG00000156103_Hemopexin	0.063492063492064	0	-0.063492063492064	3.9375	4		0.25	0
ENSGT00760000119059_ENSG00000183580_LRR_6	0.063152020403505	0	-0.063152020403505	10.1333333333333	11		0.639940473422185	0
ENSGT00910000143979_ENSG00000182359_Kelch_6	0.061998917980707	0	-0.061998917980707	5.85714285714286	6		0.363136519601281	0
ENSGT00530000062980_ENSG00000104756_Pentapeptide	0.061538461538462	0	-0.061538461538462	4.0625	4		0.25	0
ENSGT00760000119094_ENSG00000025800_Arm	0.061044061372091	0	-0.061044061372091	8.5	9		0.518874521662771	0
ENSGT00910000144004_ENSG00000138641_RCC1	0.058321184351981	0	-0.058321184351981	7	7		0.408248290463863	0
ENSGT00530000064100_ENSG00000117222_WD40	0.054226918648898	0	-0.054226918648898	4.92857142857143	5		0.267261241912424	0
ENSGT00390000009627_ENSG00000160917_zf-CCCH	0.054226918648898	0	-0.054226918648898	4.92857142857143	5		0.267261241912424	0
ENSGT00550000074392_ENSG00000185811_zf-H2C2_2	0.054226918648898	0	-0.054226918648898	4.92857142857143	5		0.267261241912424	0
ENSGT00440000033811_ENSG00000157426_PQQ_3	0.053279225471922	0	-0.053279225471922	8.23076923076923	8		0.438529009653515	0
ENSGT00760000119094_ENSG00000182481_Arm	0.049235161821671	0	-0.049235161821671	8.1875	8		0.403112887414927	0
ENSGT00760000118825_ENSG00000186231_Kelch_1	0.046825341239792	0	-0.046825341239792	5.92307692307692	6		0.277350098112614	0
ENSGT00870000136444_ENSG00000105325_WD40	0.046825341239792	0	-0.046825341239792	5.92307692307692	6		0.277350098112614	0
ENSGT00520000055597_ENSG00000196792_WD40	0.044019498667929	0	-0.044019498667929	6.07142857142857	7		0.267261241912424	0
ENSGT00550000074429_ENSG00000183090_Cadherin_3	0.041644982217284	0	-0.041644982217284	12.4	12		0.516397779494322	0
ENSGT00860000133770_ENSG00000102531_fn3	0.041024701725145	0	-0.041024701725145	9.15384615384615	9		0.375533808099405	0
ENSGT00910000144232_ENSG00000204628_WD40	0.040061680838489	0	-0.040061680838489	6.92307692307692	7		0.277350098112615	0
ENSGT00730000110821_ENSG00000168036_Arm	0.039223227027637	0	-0.039223227027637	10	12		0.392232270276368	0
ENSGT00900000141083_ENSG00000184432_WD40	0.038573787492515	0	-0.038573787492515	6.92857142857143	7		0.267261241912424	0
ENSGT00760000118825_ENSG00000003096_Kelch_1	0.037580974411761	0	-0.037580974411761	5.95	6		0.223606797749979	0
ENSGT00760000118825_ENSG00000198642_Kelch_1	0.037580974411761	0	-0.037580974411761	5.95	6		0.223606797749979	0
ENSGT00630000089829_ENSG00000148516_zf-H2C2_2	0.034359213546814	0	-0.034359213546814	7.05882352941176	7		0.242535625036333	0
ENSGT00890000139371_ENSG00000124092_zf-H2C2_2	0.032510656606278	0	-0.032510656606278	10.875	11		0.353553390593274	0
ENSGT00850000132273_ENSG00000186340_TSP_3	0.028902860792593	0	-0.028902860792593	8.93333333333333	10		0.258198889747161	0
ENSGT00740000114929_ENSG00000003436_Kunitz_BPTI	0	0	0	3	3		0	0
ENSGT00760000118805_ENSG00000008300_Cadherin	0	0	0	9	9		0	0
ENSGT00760000118813_ENSG00000072110_Spectrin	0	0	0	4	4		0	0
ENSGT00760000118813_ENSG00000077522_Spectrin	0	0	0	4	4		0	0
ENSGT00760000118818_ENSG00000030304_I-set	0	0	0	3	3		0	0
ENSGT00760000118820_ENSG00000104490_EF-hand_7	0	0	0	3	2		0	0
ENSGT00760000118820_ENSG00000112599_EF-hand_1	0	0	0	4	4		0	0
ENSGT00760000118820_ENSG00000115756_EF-hand_7	0	0	0	3	2		0	0
ENSGT00760000118820_ENSG00000121905_EF-hand_7	0	0	0	3	2		0	0
ENSGT00760000118825_ENSG00000116679_Kelch_1	0	0	0	6	6		0	0
ENSGT00760000118825_ENSG00000167487_Kelch_1	0	0	0	5	5		0	0
ENSGT00760000118825_ENSG00000197429_Kelch_1	0	0	0	6	6		0	0
ENSGT00760000118825_ENSG00000197705_Kelch_1	0	0	0	6	6		0	0
ENSGT00760000118866_ENSG00000150672_PDZ	0	0	0	3	3		0	0
ENSGT00760000118870_ENSG00000008516_Hemopexin	0	0	0	4	4		0	0
ENSGT00760000118870_ENSG00000157227_Hemopexin	0	0	0	4	4		0	0
ENSGT00760000118896_ENSG00000110799_VWD	0	0	0	4	9		0	0
ENSGT00760000118901_ENSG00000114854_EF-hand_8	0	0	0	3	3		0	0
ENSGT00760000118901_ENSG00000178363_EF-hand_1	0	0	0	4	4		0	0
ENSGT00760000118910_ENSG00000112214_LIM	0	0	0	5	5		0	0
ENSGT00760000118910_ENSG00000163110_LIM	0	0	0	3	3		0	0
ENSGT00760000118910_ENSG00000183386_LIM	0	0	0	5	5		0	0
ENSGT00760000118923_ENSG00000066468_I-set	0	0	0	3	3		0	0
ENSGT00760000118931_ENSG00000076321_Kelch_1	0	0	0	6	6		0	0
ENSGT00760000118954_ENSG00000140937_Cadherin	0	0	0	5	5		0	0
ENSGT00760000118954_ENSG00000145526_Cadherin	0	0	0	5	5		0	0
ENSGT00760000118954_ENSG00000150394_Cadherin	0	0	0	5	5		0	0
ENSGT00760000118962_ENSG00000088926_PAN_1	0	0	0	4	4		0	0
